GUID,PROVID,PROVNAME,SDNAME,GEOTYPE,TEXTTHEME,TEXTID,HIER,INDENT,TEXTNAME,TEXTDATA,MDATA,FDATA
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13046,4.2.4.7,1,"  $30,000 to $34,999",130,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13047,4.2.4.8,1,"  $35,000 to $39,999",100,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13048,4.2.4.9,1,"  $40,000 to $44,999",115,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13049,4.2.4.10,1,"  $45,000 to $49,999",85,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13050,4.2.4.11,1,"  $50,000 to $59,999",195,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13051,4.2.4.12,1,"  $60,000 to $69,999",140,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13052,4.2.4.13,1,"  $70,000 to $79,999",105,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13053,4.2.4.14,1,"  $80,000 to $89,999",105,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13054,4.2.4.15,1,"  $90,000 to $99,999",85,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13055,4.2.4.16,1,"  $100,000 and over",305,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13056,4.2.4.16.1,2,"    $100,000 to $124,999",120,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13057,4.2.4.16.2,2,"    $125,000 to $149,999",75,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13058,4.2.4.16.3,2,"    $150,000 and over",110,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14000,4.3.1,0,Total - Income statistics in 2015 for economic families in private households - 100% data,1040,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14001,4.3.1.1,1,  Median total income of economic families in 2015 ($),82091,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14002,4.3.1.2,1,  Median after-tax income of economic families in 2015 ($),69120,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14003,4.3.1.3,1,  Average family size of economic families,2.6,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14004,4.3.2,0,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data,560,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14005,4.3.2.1,1,  Median total income of couple economic families without children or other relatives in 2015 ($),80448,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14006,4.3.2.2,1,  Median after-tax income of couple economic families without children or other relatives in 2015 ($),68147,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14007,4.3.2.3,1,  Average family size of couple economic families without children or other relatives,2,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14008,4.3.3,0,Total - Income statistics in 2015 for couple economic families with children in private households - 100% data,310,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14009,4.3.3.1,1,  Median total income of couple economic families with children in 2015 ($),117888,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14010,4.3.3.2,1,  Median after-tax income of couple economic families with children in 2015 ($),96384,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14011,4.3.3.3,1,  Average family size of couple economic families with children,3.8,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14012,4.3.4,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data,155,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14013,4.3.4.1,1,  Median total income of lone-parent economic families in 2015 ($),41600,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14014,4.3.4.2,1,  Median after-tax income of lone-parent economic families in 2015 ($),38784,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14015,4.3.4.3,1,  Average family size of lone-parent economic families,2.6,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14016,4.3.5,0,Total - Income statistics in 2015 for economic families in private households - 25% sample data,1075,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14017,4.3.5.1,1,  Average total income of economic families in 2015 ($),95553,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14018,4.3.5.2,1,  Average after-tax income of economic families in 2015 ($),78439,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14019,4.3.6,0,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data,600,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14020,4.3.6.1,1,  Average total income of couple economic families without children or other relatives in 2015 ($),90891,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14021,4.3.6.2,1,  Average after-tax income of couple economic families without children or other relatives in 2015 ($),75158,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14022,4.3.7,0,Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data,305,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14023,4.3.7.1,1,  Average total income of couple economic families with children in 2015 ($),128486,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14024,4.3.7.2,1,  Average after-tax income of couple economic families with children in 2015 ($),102995,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14025,4.3.8,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data,160,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14026,4.3.8.1,1,  Average total income of lone-parent economic families in 2015 ($),52427,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14027,4.3.8.2,1,  Average after-tax income of lone-parent economic families in 2015 ($),45504,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14028,4.3.9,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data,1215,500,720
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14029,4.3.9.1,1,  Median total income in 2015 for persons aged 15 years and over not in economic families ($),22571,22400,22613
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14030,4.3.9.2,1,  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($),21709,21291,22400
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14031,4.3.10,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,1170,510,660
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14032,4.3.10.1,1,  Average total income in 2015 for persons aged 15 years and over not in economic families ($),31461,35213,28544
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14033,4.3.10.2,1,  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($),26868,29105,25129
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14034,4.3.11,0,Total - Economic family income decile group for the population in private households - 100% data,3940,1805,2135
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14035,4.3.11.1,1,  In the bottom half of the distribution,2255,1000,1260
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14036,4.3.11.1.1,2,    In the bottom decile,760,320,435
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14037,4.3.11.1.2,2,    In the second decile,490,220,270
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14038,4.3.11.1.3,2,    In the third decile,380,180,195
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14039,4.3.11.1.4,2,    In the fourth decile,340,145,190
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14040,4.3.11.1.5,2,    In the fifth decile,290,130,165
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14041,4.3.11.2,1,  In the top half of the distribution,1680,800,880
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14042,4.3.11.2.1,2,    In the sixth decile,320,155,170
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14043,4.3.11.2.2,2,    In the seventh decile,320,150,165
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14044,4.3.11.2.3,2,    In the eighth decile,345,165,180
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14045,4.3.11.2.4,2,    In the ninth decile,320,155,165
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,14046,4.3.11.2.5,2,    In the top decile,380,175,200
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15000,4.4.1,0,Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,3940,1805,2135
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15001,4.4.1.1,1,  0 to 17 years,500,240,260
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15002,4.4.1.1.1,2,    0 to 5 years,150,75,75
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15003,4.4.1.2,1,  18 to 64 years,2480,1150,1330
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15004,4.4.1.3,1,  65 years and over,960,410,550
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15005,4.4.2,0,"In low income based on the Low-income measure, after tax (LIM-AT)",900,390,515
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15006,4.4.2.1,1,  0 to 17 years,130,60,70
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15007,4.4.2.1.1,2,    0 to 5 years,45,20,25
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15008,4.4.2.2,1,  18 to 64 years,635,290,345
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15009,4.4.2.3,1,  65 years and over,140,35,100
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15010,4.4.3,0,"Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",22.8,21.6,24.1
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15011,4.4.3.1,1,  0 to 17 years (%),26,25,26.9
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15012,4.4.3.1.1,2,    0 to 5 years (%),30,26.7,33.3
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15013,4.4.3.2,1,  18 to 64 years (%),25.6,25.2,25.9
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15014,4.4.3.3,1,  65 years and over (%),14.6,8.5,18.2
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15015,4.4.4,0,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",515,230,285
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15016,4.4.4.1,1,  0 to 17 years,60,25,35
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15017,4.4.4.1.1,2,    0 to 5 years,25,10,15
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15018,4.4.4.2,1,  18 to 64 years,435,200,235
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15019,4.4.4.3,1,  65 years and over,25,5,15
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15020,4.4.5,0,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",13.1,12.7,13.3
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15021,4.4.5.1,1,  0 to 17 years (%),12,10.4,13.5
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15022,4.4.5.1.1,2,    0 to 5 years (%),16.7,13.3,20
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15023,4.4.5.2,1,  18 to 64 years (%),17.5,17.4,17.7
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,15024,4.4.5.3,1,  65 years and over (%),2.6,1.2,2.7
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12000,4.1.1,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,12915,6325,6590
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12001,4.1.1.1,1,  Number of total income recipients aged 15 years and over in private households - 100% data,12300,6040,6260
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12002,4.1.1.1.1,2,    Median total income in 2015 among recipients ($),31006,39286,24581
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12003,4.1.1.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 100% data,12305,6040,6260
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12004,4.1.1.2.1,2,    Median after-tax income in 2015 among recipients ($),28060,34187,22886
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12005,4.1.1.3,1,  Number of market income recipients aged 15 years and over in private households - 100% data,10600,5395,5210
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12006,4.1.1.3.1,2,    Median market income in 2015 among recipients ($),29199,37032,22741
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12007,4.1.1.4,1,  Number of government transfers recipients aged 15 years and over in private households - 100% data,9095,4005,5090
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12008,4.1.1.4.1,2,    Median government transfers in 2015 among recipients ($),7859,9124,6955
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12009,4.1.1.5,1,  Number of employment income recipients aged 15 years and over in private households - 100% data,8575,4480,4095
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12010,4.1.1.5.1,2,    Median employment income in 2015 among recipients ($),30278,37744,24731
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12011,4.1.2,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data,12910,6325,6590
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12012,4.1.2.1,1,  Number of total income recipients aged 15 years and over in private households - 25% sample data,12285,6040,6245
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12013,4.1.2.1.1,2,    Average total income in 2015 among recipients ($),39164,45950,32600
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12014,4.1.2.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data,12290,6040,6245
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12015,4.1.2.2.1,2,    Average after-tax income in 2015 among recipients ($),32626,37691,27731
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12016,4.1.2.3,1,  Number of market income recipients aged 15 years and over in private households - 25% sample data,10525,5410,5115
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12017,4.1.2.3.1,2,    Average market income in 2015 among recipients ($),38006,44180,31473
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12018,4.1.2.4,1,  Number of government transfers recipients aged 15 years and over in private households - 25% sample data,9120,4045,5075
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12019,4.1.2.4.1,2,    Average government transfers in 2015 among recipients ($),8894,9522,8393
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12020,4.1.2.5,1,  Number of employment income recipients aged 15 years and over in private households - 25% sample data,8575,4540,4030
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12021,4.1.2.5.1,2,    Average employment income in 2015 among recipients ($),36958,43337,29774
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12022,4.1.3,0,Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,12915,6325,6590
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12023,4.1.3.1,1,  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,4160,2315,1845
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12024,4.1.3.1.1,2,    Median employment income in 2015 for full-year full-time workers ($),46108,54505,40026
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12025,4.1.3.1.2,2,    Average employment income in 2015 for full-year full-time workers ($),52195,58923,43753
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12026,4.1.4,0,Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data,100,100,100
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12027,4.1.4.1,1,  Market income (%),83,86.1,78.6
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12028,4.1.4.1.1,2,    Employment income (%),66.8,70,62.1
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12029,4.1.4.2,1,  Government transfers (%),17,13.9,21.4
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12030,4.1.5,0,Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,12915,6325,6590
2016A00051208001,12,Nova Scotia,West Hants,Municipal district,Income,12031,4.1.5.1,1,  Without total income,615,285,330
